,Unnamed: 0,title,artist,Album_date,LIKE,Album_name,Album_Genre,Lyric,label
31,32,Counting Stars (Feat. Beenzino),BE'O (비오),2021.12.12,"154,215",Counting Stars,랩/힙합,"Counting stars
밤하늘에 펄
Better than your LV
Your LV
Counting stars stars
밤하늘에 펄
Better than your LV
Your LV
Yeah Salvador Dali and I'm Picasso
별들은 내 작품을 전시 밀라노에
Not 일방통행 나 피만 토했던
시절을 생각하면 눈물이 핑 도네
My grandfather
요양병원 가시던 날이야
대성통곡하며 인사
코로나 바이러스 면회 못 간대
fxck covid
이제 할아버지 몸값 비싸
좋은 약 좋은 날 좋은 삶
좋은 것만 다 한데 모아
해드려야 하지 그의 손잔
서울대는 아니어도 곧잘 살아
이 새파란 놈은 걱정 마
이제 당신의 자식까지 사장 만들어
이게 나의 각오 yeah
Counting stars
밤하늘에 펄
Better than your LV
Your LV
Counting stars stars
밤하늘에 펄
Better than your LV
Your LV
A Letter to my step father
기억나나요 내가 대학 갔을 때
축하한다며 주신 백만원으로
난 시작 했어요 내 세상을
낙원상가 가서 야마하 스피커랑
14만원 짜리 마이크 사고
그때 우리 가족 잠실 살던 때
그때만 해도 내가 아저씨라고
아빠를 불렀던 때
But you’re realer than
my real father now
지금 눈물 참느라 비음 됐어 난
얼마 전 친구 아버지 사진 앞에서
그 상실감을 조금 체험했어 난
오늘 내 별이 몇 개 떴는진
모르지만 one thing that I know
아버지의 편지가 더 많았지
강원도의 별들보다도
I’m counting stars
밤하늘에 펄
Better than your LV
Your LV
I’m counting stars stars
밤하늘에 펄
Better than your LV
Your LV",2
32,33,라일락,아이유,2021.03.25,"235,255",IU 5th Album 'LILAC',댄스,"나리는 꽃가루에 눈이 따끔해 (아야)
눈물이 고여도 꾹 참을래
내 마음 한켠 비밀스런 오르골에 넣어두고서
영원히 되감을 순간이니까

우리 둘의 마지막 페이지를 잘 부탁해
어느 작별이 이보다 완벽할까
Love me only till this spring

오 라일락 꽃이 지는 날 good bye
이런 결말이 어울려
안녕 꽃잎 같은 안녕
하이얀 우리 봄날의 climax
아 얼마나 기쁜 일이야

Ooh ooh
Love me only till this spring
봄바람처럼
Ooh ooh
Love me only till this spring
봄바람처럼

기분이 달아 콧노래 부르네 (랄라)
입꼬리는 살짝 올린 채
어쩜 이렇게 하늘은 더 바람은 또 완벽한 건지
오늘따라 내 모습 맘에 들어

처음 만난 그날처럼 예쁘다고 말해줄래
어느 이별이 이토록 달콤할까
Love resembles misty dream

오 라일락 꽃이 지는 날 good bye
이런 결말이 어울려
안녕 꽃잎 같은 안녕
하이얀 우리 봄날의 climax
아 얼마나 기쁜 일이야

Ooh ooh
Love resembles misty dream
뜬구름처럼
Ooh ooh
Love resembles misty dream
뜬구름처럼

너도 언젠가 날 잊게 될까
지금 표정과 오늘의 향기도
단잠 사이에 스쳐간
봄날의 꿈처럼

오 라일락 꽃이 지는 날 good bye
너의 대답이 날 울려
안녕 약속 같은 안녕
하이얀 우리 봄날에 climax
아 얼마나 기쁜 일이야

Ooh ooh
Love me only untill this spring
봄바람처럼
Ooh ooh
Love me only untill this spring
봄바람처럼

Ooh ooh
Love resembles misty dream
뜬구름처럼
Ooh ooh
Love resembles misty dream
뜬구름처럼",0
33,34,MY BAG,(여자)아이들,2022.03.14,"26,078",I NEVER DIE,랩/힙합,"Red five diamonds in my bag
If you wanna see it, dance to a beat like that
My mama saw it and ‘Oh my god dang’
Ok I’ll show you what’s in my bag

Red five diamonds in my bag
If you wanna see it, dance to a beat like that
My mama saw it and ‘Oh my god dang’
Ok I’ll show you what’s in my bag

Uh oh I know you like it
My voice는 말해 뭐 해 God dang
Uh oh I just like it
태생부터 많은 Money 관심 없지

싸가지 없는 무대의 못된 범인의 눈빛
Fantasy란 말은 나를 빼고 다 금지
글러 먹은 너의 감 모두 나를 위한 밥
독한 Vibe sugar high 맛 좀 봐라 모두 Die

Rum-rum-rum Rumble 다 Crumble
이 Voice는 Drum에도 No lose
No no no lovely I’m Bumblebee
그냥 훅 들어갈 뿐 안 해 One, two

I never had 겁 a.k.a “Giant dog”
아차 하고 쓰다듬은 다쳐 이건 어쩜 범
I value my love 그만 두들겨 너
머리 빈 멍청이들과는 노는 물이 전혀 달라 Ye you know

Red five diamonds in my bag
If you wanna see it, dance to a beat like that
My mama saw it and ‘Oh my god dang’
Ok I’ll show you what’s in my bag

Red five diamonds in my bag
If you wanna see it, dance to a beat like that
My mama saw it and ‘Oh my god dang’
Ok I’ll show you what’s in my bag

가벼운 건 No no
공포에는 덤덤
나쁜 놈에겐 월월
덤벼봐라 Come come

I’m a cool lady 유일무이 캐릭
네가 벌벌 떠는 언니들 사이 Boss baby
넘치는 Jealousy
But that’s too early
내 피부부터 Young한 것은 언급하기도 귀찮네

존재가 Princess 어쩌면 범죄
넘치는 Bullet 맘을 관통해
향기는 Like rose and beautiful red
화가 난 가시의 그대 Blood ye

아직 읽지 않은 연락들은 앞으로도 읽지 않을 거니
헛된 희망들은 저기 버려두길
You know say no

Red five diamonds in my bag
If you wanna see it, dance to a beat like that
My mama saw it and ‘Oh my god dang’
Ok I’ll show you what’s in my bag

Red five diamonds in my bag
If you wanna see it, dance to a beat like that
My mama saw it and ‘Oh my god dang’
Ok I’ll show you what’s in my bag",1
34,35,Starlight,태일 (TAEIL),2022.02.13,"52,120",스물다섯 스물하나 OST Part 1,"록/메탈, 국내드라마","난 지금 널 향해 달려가고 있어
숨이 턱까지 차올라 괜찮아
잠시 후 널 마주할 생각에
가슴이 터질 듯 두근대고 있어
저 멀리 보이는 네가 가장 빛나
넌 마치 별빛과도 같은걸
조금만 더 가까이
한 발자국 다가갈수록
넌 사라질 것만 같아
조심스레 네게 꼭 할말이 있어
You are my Starlight
You are my Sunshine
너가 무엇을 원하든
날 비춰주는 건 너야
너야 그게 너야
가끔은 감당하기 힘든 슬픔이
널 누르고 있을 때면 그럴때
내 앞에 던져 놓고 가도 돼
울지마 괜찮아
언제나 난 네 옆에 있어
넌 부서질 것만 같아
조심스레 네게 꼭 할말이 있어
You are my Starlight
You are my Sunshine
너가 무엇을 원하든
날 비춰주는 건 너야
너야 그게 너야
We light everyone
Shine on each other
슬픈 표정은 이제 곧
사라지고 말거니까
기억해 우린 무엇보다 더
빛나는 존재란걸
You are my Starlight
You are my Sunshine
너가 무엇을 원하든
날 비춰주는 건 너야
너야 그게 너야
We light everyone
Shine on each other
슬픈 표정은 이제 곧
사라지고 말거니까
기억해 우린 무엇보다 더
빛나는 존재란걸",2
35,36,Dreams Come True,aespa,2021.12.20,"86,554",Dreams Come True - SM STATION,댄스,"Uh, You wanna feel the vibe
That I’m feeling and loving it and imagining
저기 멀리 Looks like tiny we call it's destiny
지금부터 하나 둘 셋 하면 모여보자
그래 Come over
Yeah, Get it on nah Get in on nah
Let’s bring back to 90’s

내가 원하는 대로
자신 있는 모습 그대로
이제껏 숨겨 왔던 비밀을
네게 모두 말하고 싶어 Baby

Funny how all dreams come true
(My dreams come true)
나를 지켜줄 거야
아껴왔던 작은 사랑도
(You make me feel so good)
Funny how I feel for you
너의 곁에 그려질
꿈결같은 나의 미래도
(You gotta be mine 지금도 미래도)

You make it feel me good
Do you wanna upside down
You make it feel me good
Don’t you wanna up and down
I’m in Twilight Zone

처음 느낌인 것처럼
짜릿했던 순간 그대로야 지금 난
마치 약속했던 것 같아
같은 곳 바라볼 때
그때 말하고 싶어
So I’m loving you more than last forever
Hey, Yeah~

Funny how all dreams come true
(My dreams come true)
나를 지켜줄 거야
아껴왔던 작은 사랑도
(You make it feel so good)
Funny how I feel for you
너의 곁에 그려질
꿈결같은 나의 미래도
(You gotta be mine 지금도 미래도)

(지금도 미래도)

You make it feel me good
Do you wanna upside down
You make it feel me good
Don’t you wanna up and down

Come on over
언제나 둘이 함께
네가 있는 나 행복할 거예요
더는 슬픈 노래 듣지 않을 거예요
내 맘을 알겠죠 Woo Woo

Naw ae love epp few love mee wern ae taki wakka mekezon
Nart weeny beeney weeny beeney ganer gan

Pam murr wassur doo wee gecha love mee wassur doo yee thang
dui giree wesso wella gella doo wee gella

Funny how all dreams come true
(My dreams come true)
나를 지켜줄 거야
아껴왔던 작은 사랑도
(You make it feel so good)
Funny how I feel for you
너의 곁에 그려질
꿈결같은 나의 미래도
(You gotta be mine 지금도 미래도)

Dreams come true",0
36,37,바라만 본다,MSG워너비(M.O.M),2021.06.26,"172,706",MSG워너비 1집,발라드,"내가 너라면 다 알아볼 텐데
널 위할 사람 찾아낼 텐데
지난 오랜 시간 너의 그 곁을
지켜온 나라는 걸
내가 너였다면 참 행복할 텐데
한 사람을 다 가졌으니까
둔한 바보도 눈치챌 그 사랑을
너만 왜 모르니
너를 바라만 바라만 본다
외쳐 네 이름만 부른다
보고 싶은 맘에 너를 향한 그 발걸음
네 곁을 맴도는데
오늘도 그리고 그리워하다
애써 참았던 눈물이 흘러
그저 멀리서만 바라보다
또 소리쳐 네가 보고 싶다
네가 나라면 더 참 아팠을 텐데
슬픈 역할은 내가 맡을게
웃는 모습만 보이며 살아가 줘
내가 볼 수 있게
너를 바라만 바라만 본다
외쳐 네 이름만 부른다
보고 싶은 맘에 너를 향한 그 발걸음
네 곁을 맴도는데
오늘도 그리고 그리워하다
애써 참았던 눈물이 흘러
그저 멀리서만 바라보다 또 소리쳐
네가 보고 싶다
한 걸음 더 다가갈까
더 가까이 네게 갈까 OH
어제보다 더 내일 더 널 사랑해
I’ll make you love me someday
혼자 바라고 바라만 보다
울컥 그리움이 솟는다
바보 같은 맘에 하지 못한 그 한마디
널 사랑한다는 말
얼마나 그리고 그리워해야
내 맘 너의 곁에 닿게 될까
매일 하루 종일 너의 생각에 사무쳐
너무 보고 싶다",1
37,38,Dynamite,방탄소년단,2020.08.24,"430,489",Dynamite (DayTime Version),댄스,"Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shoes on get up in the morn
Cup of milk let’s rock and roll
King Kong kick the drum
rolling on like a rolling stone
Sing song when I’m walking home
Jump up to the top LeBron
Ding dong call me on my phone
Ice tea and a game of ping pong
This is getting heavy
Can you hear the bass boom
I’m ready
Life is sweet as honey
Yeah this beat cha ching
like money
Disco overload I’m into
that I’m good to go
I'm diamond you know I glow up
Hey so let’s go
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Bring a friend join the crowd
Whoever wanna come along
Word up talk the talk
just move like we off the wall
Day or night the sky’s alight
So we dance to the break of dawn
Ladies and gentlemen
I got the medicine
so you should keep ya
eyes on the ball huh
This is getting heavy
Can you hear the bass boom
I’m ready
Life is sweet as honey
Yeah this beat cha ching
like money
Disco overload
I’m into that I’m good to go
I'm diamond you know I glow up
Let’s go
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Dynnnnnanana life is dynamite
Dynnnnnanana life is dynamite
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Dynnnnnanana eh
Dynnnnnanana eh
Dynnnnnanana eh
Light it up like dynamite
Dynnnnnanana eh
Dynnnnnanana eh
Dynnnnnanana eh
Light it up like dynamite
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite
Cos ah ah
I’m in the stars tonight
So watch me bring the fire
and set the night alight
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah
Dynnnnnanana life is dynamite
Dynnnnnanana life is dynamite
Shining through the city
with a little funk and soul
So I’mma light it up
like dynamite woah",1
38,39,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)",2020.06.20,"178,658",OHAYO MY NIGHT,랩/힙합,"너를 사랑하고 있어
너를 사랑하고 있어
자기야 날 사랑해주면 안 될까
말처럼 쉽지는 않은 걸 알지만
세게 날 안아주면 안 될까
오늘따라 세상이 무섭단 말이야
잠깐 인공호흡을 해주라
왠지 숨이 잘 안 쉬어져서 난
날 놓을 거면 과거에 놔주라
네가 있는 시간에서 죽어갈 거야
우리 그냥 결혼하면 안 될까
돈은 내가 열심히 벌 테니까
이 세상과 내가 눈감는 날
까지만 날 사랑한다 말해주라
내가 너를 사랑해도
네가 날 안 사랑해도
우린 나름대로 행복할 거야
내 방 천장에 그려 본
내 우주에게 물어본
말은 나를 사랑하면 안 될까
오사카나 오키나와의 바다
내 뮤비들을 찍었던 곳 말이야
같이 가자 약속했었잖아
그 약속이 깨질까 봐 겁이 나
WHUTUF이 결혼한다 하던 날
진짜 처음으로 걔가 부럽더라
하얀 웨딩드레스를 입은 아름다운
너와 영원을 말할 수 있을까
가족이 되어주라
내 집이 되어주라
나도 날 줄 테니 너도 널 주라
평생의 연인이야
네 말대로 말이야
그래 별과 우주잖아
날 사랑하지 않는다면
나의 사랑 반을 받아
남은 사랑의 반도
내가 채워줄 거야 꼭
내가 너를 사랑해도
네가 날 안 사랑해도
우린 나름대로 행복할 거야
내 방 천장에 그려 본
내 우주에게 물어본
말은 나를 사랑하면 안 될까
내가 너를 사랑해도
네가 날 안 사랑해도
우린 나름대로 행복할 거야
내 방 천장에 그려 본
내 우주에게 물어본
말은 나를 사랑하면 안 될까",2
39,40,Savage,aespa,2021.10.05,"144,049",Savage - The 1st Mini Album,댄스,"Oh my gosh!
Don't you know I’m a Savage?
I’m a Killa 너를 깰 ae
아직도 가리고 환각을 펼친 너
팰라 We Holler
두렵지 않아 너 너 Hit you harder

날 밀어 넣어 Deep fake on me
준비가 안된 무대로
몰아넣어 Fake on me
Got everybody mock up to me
수치를 느끼게 멘탈을 흔들어놔
싸늘한 관중 무너져 ae
더는 널 못 참아 Say No!

두고 봐 난 좀 Savage
너의 Dirty 한 Play
더는 두고 볼 수 없어
나를 무너뜨리고 싶은
네 환각들이 점점
너를 구축할 이유가 돼
I’m a Savage
널 부셔 깨 줄게 Oh
I’m a Savage
널 짓밟아 줄게 Oh

Get me get me now
Get me get me now
(Zu Zu Zu Zu)
지금 나를 잡아
아님 난 더 Savage
(Zu Zu Zu Zu)
Get me get me now
Get me get me now
(Zu Zu Zu Zu)
이젠 내가 너를 잡아
Now I'm a Savage
Gimme gimme now
Gimme gimme now
(Zu Zu Zu Zu)
너의 말이 보여
네 약점 Algorithm
(Zu Zu Zu Zu)
김이 김이 나
김이 김이 나
(Zu Zu Zu Zu)
MA ae SYNK 방해 말고
꺼져 Savage
(Zu Zu Zu Zu)

Mmmh Everybody looks at me
익숙하잖니
양보해 참아야만 돼
어른스럽게
I'm locked up in the glass
난 놀고 싶은데
너무 끔찍한 기대
그런 환각 틀에 나를 가둬 놔

I'm going 광야로 Game in
물리쳐 교묘한 이간질
And my ae로부터
멀어지게 만들
회심찬 네 Trick
We gone 광야로 Game in
베어버려 내 빛의 검
데미지를 입은 네게
인정사정 볼 것 없는 펀치

그것 봐 난 좀 Savage
너의 재생력을 막아
흐트러놔 빼놔
잊지 말아 여긴 바로 광야
너의 시공간은 내 뜻대로
Make It break it
I’m a Savage
널 부셔 깨 줄게 Oh
I’m a Savage
널 짓밟아 줄게 Oh

Get me get me now
Get me get me now
(Zu Zu Zu Zu)
지금 나를 잡아
아님 난 더 Savage
(Zu Zu Zu Zu)
Get me get me now
Get me get me now
(Zu Zu Zu Zu)
이젠 내가 너를 잡아
Now I'm a Savage
Gimme gimme now
Gimme gimme now
(Zu Zu Zu Zu)
너의 말이 보여
네 약점 Algorithm
(Zu Zu Zu Zu)
김이 김이 나
김이 김이 나
(Zu Zu Zu Zu)
MA ae SYNK 방해 말고
꺼져 Savage
(Zu Zu Zu Zu)

위기에 빠진 날 지켜준 건 너였어
My naevis we love U
My victory 하나의 SYNK DIVE
모두 네가 만들어준 기회란 거
I know your sacrifices Oh
My naevis we love U
알아 우린 반드시
네 기억들을 찾아줄게
우린 만나 꼭 부활 그다음

Savage
Savage
Yeah~

Get me get me now
Get me get me now
(Zu Zu Zu Zu)
지금 나를 잡아
아님 난 더 Savage
(Zu Zu Zu Zu)
Get me get me now
Get me get me now
(Zu Zu Zu Zu)
이젠 내가 너를 잡아
Now I'm a Savage
Gimme gimme now
Gimme gimme now
(Zu Zu Zu Zu)
너의 말이 보여
네 약점 Algorithm
(Zu Zu Zu Zu)
김이 김이 나
김이 김이 나
(Zu Zu Zu Zu)
MA ae SYNK 방해 말고
꺼져 Savage
(Zu Zu Zu Zu)

Ha ha, What?",1
40,41,Butter,방탄소년단,2021.05.21,"266,459",Butter,댄스,"Smooth like butter
Like a criminal undercover
Gon’ pop like trouble
Breakin’ into your heart like that

Cool shade stunner
Yeah I owe it all to my mother
Hot like summer
Yeah I’m makin’ you sweat like that

Break it down

Oh when I look in the mirror
I’ll melt your heart into 2
I got that superstar glow so
Do the boogie like

Side step right left to my beat (heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you ‘cause talk is cheap
Side step right left to my beat (heartbeat)
Get it, let it roll

Smooth like butter
Pull you in like no other
Don’t need no Usher
To remind me you got it bad

Ain’t no other
That can sweep you up like a robber
Straight up, I got ya
Makin’ you fall like that

Break it down

Oh when I look in the mirror
I’ll melt your heart into 2
I got that superstar glow so
Do the boogie like

Side step right left to my beat (heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you ‘cause talk is cheap
Side step right left to my beat (heartbeat)
Get it, let it roll

Get it, let it roll
Get it, let it roll

No ice on my wrist
I'm that n-ice guy
Got that right body and that right mind
Rollin' up to party got the right vibe
Smooth like butter
Hate us love us

Fresh boy pull up and we lay low
All the playas get movin’ when the bass low
Got ARMY right behind us when we say so
Let's go

Side step right left to my beat (heartbeat)
High like the moon rock with me baby
Know that I got that heat
Let me show you ‘cause talk is cheap
Side step right left to my beat (heartbeat)
Get it, let it roll

Smooth like (butter)
Cool shade (stunner)
And you know we don't stop

Hot like (summer)
Ain’t no (bummer)
You be like oh my god

We gon’ make you rock and you say (yeah)
We gon’ make you bounce and you say (yeah)

Hotter?
Sweeter!
Cooler?
Butter!

Get it, let it roll",1
41,42,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),2021.11.20,"114,127",쇼미더머니 10 Episode 3,랩/힙합,"만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워

아직도 기억나 차 안의 공기가
처음 들었을 때 마음이 짜릿했던 뭔가가
6살이었지만 알았었지 뭔가 다르단 건
그렇게 쉽게 만나게 되는 거야 꿈이란 건

시간이 흘러서 이제 음악은 내 놀이가 됐고
듣고 따라만 부르기엔 내게는 뭔가 부족했어
그래서 실행에 옮겼지 방에서 혼자 꿈만 꾸던 모습
가사를 쓰고 부를 때 사실 내가 생각했던 건

돌아가야 할까 나아가야 할까
환호와 박수 소리를 들을 때 떠나야 할 것 같지 왜
지금 떠나서 아름다운 기억으로만 간직해
다들 꿈이란 건 이루지 못한 채 꾸고만 사는데

It's Ok 괜찮아 난 맛이라도 봤잖아

다시 현실로 돌아가 그래 취직하고 잘 살아
잘 잊혀지고 있잖아
그런데 자꾸 왜 난 또 가사를 끄적이는 걸까

만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워

어렵게 시간이 지나고 다시금 만난 그 꿈은 꽤 반짝였지
이제는 영원할 것만 같았던 그 시간은 잠깐이었지
그렇게 어렵게 놓아줬었는데 쉽게 다시 왔다 멀어지는 건
내 의지완 달라 멀어지는 걸 인정하기는 죽기보다 싫어
섭섭할 뿐이지 모자란 내 자신한테
거짓말했었던 날들이 반복돼 사실 알고 있던
것들인데도 난 모른 척 문제가 없는 척 언제나 척뿐이었지
잘 돼가는 거 하나도 없는데 내 자존심 챙기는 것뿐이었지

어쩌면 알고 있었지 모든 걸 아니 알고 있었어 전부터
왜 모르겠어 I ain't dumb 이별은 어렵지만 피할 수 없는 거 같아
준비는 예전부터 했는지도 몰라
이제는 생긴 거 같아 마침표를 찍을 용기가

끝나도 괜찮아 정말 할 수 있는 건 다 해봤어
다음 페이지에 끝나도 좋아 그러나 거기에 너가 있다면
이 얘기의 끝을 미룰 거야 그게 내가 원하던 결말
아직도 어려워 이미 해봤던 이별이라도

만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워

그대가 날 떠나간단 말만 하지 않는다면
이 자리에 서 있을게요
그대가 날 떠나간단 말만 하지 않는다면
이 자리에

만남은 쉽고 이별은 어려워
눈빛에 베일 듯 우린 날카로워
마침표를 찍고 난 조금 더 멀리 가려 해
만남은 쉽고 이별은 참 어려워",2
42,43,이제 나만 믿어요,임영웅,2020.04.03,"148,870",내일은 미스터트롯 우승자 특전곡,성인가요/트로트,"무얼 믿은 걸까 부족했던 내게서
나조차 못 믿던 내게 여태 머문 사람
무얼 봤던 걸까 가진 것도 없던 내게
무작정 내 손을 잡아 날 이끈 사람
최고였어
그대 눈 속에 비친 내 모습
이제는 내게서 그댈 비춰줄게
궂은 비가 오면
세상 가장 큰 그대 우산이 될게
그댄 편히 걸어가요
걷다가 지치면
내가 그대를 안고 어디든 갈게
이제 나만 믿어요
나만 두고 가던
나만 스쳐 간 행운이 모여
그대가 되어서 내게 와준 거야
궂은 비가 오면
세상 가장 큰 그대 우산이 될게
그댄 편히 걸어가요
걷다가 지치면
내가 그대를 안고 어디든 갈게
이제 나만 믿어요
나의 마지막 주인공이 되어
다신 누구 앞에서도
그대는 고개 숙이지 마요
내가 보지 못했던 홀로 고단했던 시간
고맙고 미안해요 사랑해요
이 세상은
우리를 두고 오랜 장난을 했고
우린 속지 않은 거야
이제 울지 마요
좋을 땐 밤새도록 맘껏 웃어요
전부 그대 꺼니까
그대는 걱정 말아요
이제 나만 믿어요",1
